unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,bridge_highway_name,bridge_highway_segment,closed_date,Processing_time,resolution_description,resolution_action_updated_date,bridge_highway_direction,facility_type,road_ramp,taxi_pick_up_location,vehicle_type,taxi_company_borough
52576325,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11361,39 AVENUE,39 AVENUE,39 AVENUE,BELL BOULEVARD,39 AVENUE,BELL BOULEVARD,INTERSECTION,,,Closed,11 QUEENS,,QUEENS,1047437,218186,MOBILE,Unspecified,QUEENS,40.76532077,-73.77189536,"{'latitude': '40.765320774042614', 'longitude': '-73.77189536218215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14196,26,3,20,69,,,"Sunday, November 21, 2021",73.88333334,The Police Department responded to the complaint and determined that police action was not necessary.,2021-11-21T01:09:20.000,,,,,,
52573064,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,131 BOERUM STREET,BOERUM STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,BOERUM STREET,Closed,01 BROOKLYN,3030700028,BROOKLYN,999873,196437,MOBILE,Unspecified,BROOKLYN,40.70583716,-73.94365146,"{'latitude': '40.70583715666907', 'longitude': '-73.94365146268677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,30,56,,,"Sunday, November 21, 2021",83.45,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:18:43.000,,,,,,
52573133,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,1453 BUSHWICK AVENUE,BUSHWICK AVENUE,CHAUNCEY STREET,PILLING STREET,CHAUNCEY STREET,PILLING STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,04 BROOKLYN,3034510003,BROOKLYN,1009730,188420,ONLINE,Unspecified,BROOKLYN,40.68380947,-73.9081299,"{'latitude': '40.683809468730175', 'longitude': '-73.90812989691409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,42,2,37,53,,,"Sunday, November 21, 2021",62.93333333,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:58:03.000,,,,,,
52577536,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,111-05 66 AVENUE,66 AVENUE,111 STREET,GRAND CENTRAL PARKWAY,111 STREET,GRAND CENTRAL PARKWAY,ADDRESS,FOREST HILLS,66 AVENUE,Closed,06 QUEENS,4021860002,QUEENS,1027259,205787,MOBILE,Unspecified,QUEENS,40.73140989,-73.84481691,"{'latitude': '40.73140988573048', 'longitude': '-73.84481691106325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14786,40,3,28,70,,,"Sunday, November 21, 2021",64.73333334,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T00:59:46.000,,,,,,
52578416,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,460 AUDUBON AVENUE,AUDUBON AVENUE,WEST  188 STREET,WEST  189 STREET,WEST  188 STREET,WEST  189 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,Closed,12 MANHATTAN,1021580054,MANHATTAN,1003878,250148,ONLINE,Unspecified,MANHATTAN,40.85325159,-73.92904945,"{'latitude': '40.85325158836842', 'longitude': '-73.92904945369692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22,,,"Sunday, November 21, 2021",33.38333333,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T00:28:17.000,,,,,,
52577281,"Saturday, November 20, 2021",TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10128,EAST   90 STREET,EAST   90 STREET,EAST   90 STREET,YORK AVENUE,EAST   90 STREET,YORK AVENUE,INTERSECTION,,,In Progress,08 MANHATTAN,,MANHATTAN,999412,222905,PHONE,Unspecified,MANHATTAN,40.778486,-73.94525452,"{'latitude': '40.77848600219572', 'longitude': '-73.94525452040779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10099,23,4,1,11,,,,,,,,,,"EAST   90 STREET AND YORK AVENUE, MANHATTAN, NY, 10128",,
52578048,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,25-04 44 STREET,44 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,44 STREET,Closed,01 QUEENS,4007020047,QUEENS,1009511,218394,MOBILE,Unspecified,QUEENS,40.7660814,-73.90880701,"{'latitude': '40.766081399729366', 'longitude': '-73.90880700789766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16860,39,3,4,72,,,"Sunday, November 21, 2021",90.38333333,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:24:52.000,,,,,,
52580801,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1713 61 STREET,61 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,12 BROOKLYN,3055180073,BROOKLYN,987149,166061,ONLINE,Unspecified,BROOKLYN,40.62247509,-73.98955704,"{'latitude': '40.622475092774636', 'longitude': '-73.98955703918926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,2,2,18,39,,,"Sunday, November 21, 2021",36.35,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:30:49.000,,,,,,
52577510,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,319 DITMAS AVENUE,DITMAS AVENUE,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,DITMAS AVENUE,Closed,12 BROOKLYN,3053870046,BROOKLYN,990993,170922,ONLINE,Unspecified,BROOKLYN,40.63581542,-73.97570508,"{'latitude': '40.63581542069672', 'longitude': '-73.97570508369928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,,,"Sunday, November 21, 2021",18.35,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:12:48.000,,,,,,
52573136,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1713 63 STREET,63 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,11 BROOKLYN,3055320074,BROOKLYN,986827,165653,ONLINE,Unspecified,BROOKLYN,40.62135532,-73.99071712,"{'latitude': '40.621355317450785', 'longitude': '-73.99071712365745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,1,2,7,37,,,"Sunday, November 21, 2021",49.06666666,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T00:43:16.000,,,,,,
52577580,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,11 WALTON STREET,WALTON STREET,WALLABOUT STREET,MARCY AVENUE,WALLABOUT STREET,MARCY AVENUE,ADDRESS,BROOKLYN,WALTON STREET,Closed,01 BROOKLYN,,BROOKLYN,997603,194505,ONLINE,Unspecified,BROOKLYN,40.70053799,-73.95184266,"{'latitude': '40.700537987886406', 'longitude': '-73.95184265525047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,38,56,,,"Sunday, November 21, 2021",73.43333334,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:07:30.000,,,,,,
52575575,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1330 WEBSTER AVENUE,WEBSTER AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,03 BRONX,2028940001,BRONX,1009703,243545,ONLINE,Unspecified,BRONX,40.83511343,-73.90801854,"{'latitude': '40.83511342770475', 'longitude': '-73.90801854228667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,34,5,42,25,,,"Sunday, November 21, 2021",37.26666666,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:30:25.000,,,,,,
52576705,"Saturday, November 20, 2021",HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2720 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Open,07 BRONX,2033040035,BRONX,1013943,255654,ONLINE,Unspecified,BRONX,40.86833578,-73.89264251,"{'latitude': '40.868335776752566', 'longitude': '-73.8926425129877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,24,5,22,34,,,,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-11-20T00:00:00.000,,,,,,
52579851,"Saturday, November 20, 2021",HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11361,40-34 215 PLACE,215 PLACE,,,,,ADDRESS,BAYSIDE,,Open,11 QUEENS,4063020023,QUEENS,1048599,217869,ONLINE,Unspecified,QUEENS,40.76444231,-73.7677036,"{'latitude': '40.76444231239464', 'longitude': '-73.76770360432569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14196,26,3,20,69,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-11-20T00:00:00.000,,,,,,
52578508,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1713 61 STREET,61 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,12 BROOKLYN,3055180073,BROOKLYN,987149,166061,MOBILE,Unspecified,BROOKLYN,40.62247509,-73.98955704,"{'latitude': '40.622475092774636', 'longitude': '-73.98955703918926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,2,2,18,39,,,"Sunday, November 21, 2021",37.06666667,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:29:45.000,,,,,,
52576294,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2645 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,07 BRONX,2033000001,BRONX,1013985,254569,MOBILE,Unspecified,BRONX,40.86535764,-73.89249547,"{'latitude': '40.86535764249122', 'longitude': '-73.892495473103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,24,5,22,34,,,"Sunday, November 21, 2021",88.58333333,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:21:15.000,,,,,,
52573198,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,437 WEST   54 STREET,WEST   54 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,04 MANHATTAN,1010640012,MANHATTAN,987498,218528,MOBILE,Unspecified,MANHATTAN,40.76648469,-73.98827455,"{'latitude': '40.76648468889896', 'longitude': '-73.98827455052096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081,12,4,10,10,,,"Sunday, November 21, 2021",40.05000001,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T00:32:42.000,,,,,,
52574470,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11360,209-20 18 AVENUE,18 AVENUE,CORPORAL KENNEDY STREET,211 STREET,CORPORAL KENNEDY STREET,211 STREET,ADDRESS,BAYSIDE,18 AVENUE,Closed,07 QUEENS,4058780075,QUEENS,1044150,224195,ONLINE,Unspecified,QUEENS,40.78183674,-73.7837078,"{'latitude': '40.78183673756956', 'longitude': '-73.78370779798605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14195,22,3,20,67,,,"Sunday, November 21, 2021",76.31666666,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T01:08:52.000,,,,,,
52578349,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,87-72 52 AVENUE,52 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,52 AVENUE,In Progress,04 QUEENS,4018387501,QUEENS,1018993,208400,ONLINE,Unspecified,QUEENS,40.73861825,-73.87462837,"{'latitude': '40.738618250038435', 'longitude': '-73.874628371456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,,,,,,,,,,,,
52576288,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,131 BANK STREET,BANK STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,BANK STREET,Closed,02 MANHATTAN,1006357502,MANHATTAN,982055,207514,ONLINE,Unspecified,MANHATTAN,40.73625437,-74.00792047,"{'latitude': '40.73625436853817', 'longitude': '-74.0079204693925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12077,57,4,10,3,,,"Sunday, November 21, 2021",43.56666667,The Police Department responded to the complaint and determined that police action was not necessary.,2021-11-21T00:35:52.000,,,,,,
52572896,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2327 WALTON AVENUE,WALTON AVENUE,EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,ADDRESS,BRONX,WALTON AVENUE,In Progress,05 BRONX,2031870045,BRONX,1011281,252333,ONLINE,Unspecified,BRONX,40.8592292,-73.90228058,"{'latitude': '40.85922919531633', 'longitude': '-73.9022805796883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606,6,5,29,29,,,,,,,,,,,,
52572803,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1729 HARMAN STREET,HARMAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,HARMAN STREET,In Progress,05 QUEENS,4034320052,QUEENS,1008195,196193,ONLINE,Unspecified,QUEENS,40.70514883,-73.91363682,"{'latitude': '40.705148827559306', 'longitude': '-73.91363682266224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62,,,,,,,,,,,,
52578222,"Saturday, November 20, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,192 EAST   51 STREET,EAST   51 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,17 BROOKLYN,3046200023,BROOKLYN,1003700,178509,PHONE,Unspecified,BROOKLYN,40.6566213,-73.92990011,"{'latitude': '40.656621302690326', 'longitude': '-73.92990011267506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,,,"Sunday, November 21, 2021",53.95,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:45:59.000,,,,,,
52579443,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11361,213-10 41 AVENUE,41 AVENUE,213 STREET,BELL BOULEVARD,213 STREET,BELL BOULEVARD,ADDRESS,BAYSIDE,41 AVENUE,Closed,11 QUEENS,4062270299,QUEENS,1047491,217531,MOBILE,Unspecified,QUEENS,40.76352259,-73.77170659,"{'latitude': '40.76352258807342', 'longitude': '-73.7717065858313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14196,26,3,20,69,,,"Sunday, November 21, 2021",10.48333333,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:02:30.000,,,,,,
52573264,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10026,5 AVENUE,5 AVENUE,5 AVENUE,EAST  112 STREET,5 AVENUE,EAST  112 STREET,INTERSECTION,,,Closed,10 MANHATTAN,,MANHATTAN,998561,230061,ONLINE,Unspecified,MANHATTAN,40.79812872,-73.94831198,"{'latitude': '40.79812871955371', 'longitude': '-73.94831198176799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,18,4,36,18,,,"Saturday, November 20, 2021",2.916666667,The Police Department reviewed your complaint and provided additional information below.,2021-11-20T23:54:53.000,,,,,,
52573182,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,611 WEST  204 STREET,WEST  204 STREET,SHERMAN AVENUE,VERMILYEA AVENUE,SHERMAN AVENUE,VERMILYEA AVENUE,ADDRESS,NEW YORK,WEST  204 STREET,Closed,12 MANHATTAN,1022260045,MANHATTAN,1005794,254603,MOBILE,Unspecified,MANHATTAN,40.86547475,-73.92210925,"{'latitude': '40.865474752951485', 'longitude': '-73.92210925407798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,,,"Saturday, November 20, 2021",7.716666668,The Police Department reviewed your complaint and provided additional information below.,2021-11-20T23:59:39.000,,,,,,
52573866,"Saturday, November 20, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10019,10 AVENUE,10 AVENUE,10 AVENUE,WEST   53 STREET,10 AVENUE,WEST   53 STREET,INTERSECTION,,,Closed,04 MANHATTAN,,MANHATTAN,986903,218556,ONLINE,Unspecified,MANHATTAN,40.76656174,-73.99042252,"{'latitude': '40.766561740228866', 'longitude': '-73.99042252049695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081,12,4,10,10,,,"Sunday, November 21, 2021",117.8166667,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:49:39.000,,,,,,
52580690,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10034,677 WEST  204 STREET,WEST  204 STREET,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,NEW YORK,WEST  204 STREET,Closed,12 MANHATTAN,1022410042,MANHATTAN,1005428,255350,ONLINE,Unspecified,MANHATTAN,40.86752593,-73.92343014,"{'latitude': '40.867525925839665', 'longitude': '-73.92343013871663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,,,"Saturday, November 20, 2021",3.983333332,The Police Department reviewed your complaint and provided additional information below.,2021-11-20T23:55:39.000,,,,,,
52576515,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10280,377 RECTOR PLACE,RECTOR PLACE,BEND,DEAD END,BEND,DEAD END,ADDRESS,NEW YORK,RECTOR PLACE,Closed,01 MANHATTAN,1000167501,MANHATTAN,979259,197769,ONLINE,Unspecified,MANHATTAN,40.70950557,-74.01800237,"{'latitude': '40.709505566254535', 'longitude': '-74.01800236891756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10367,56,4,32,1,,,"Sunday, November 21, 2021",37.06666667,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:28:30.000,,,,,,
52578042,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,2075 79 STREET,79 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,11 BROOKLYN,3062630043,BROOKLYN,986294,160667,MOBILE,Unspecified,BROOKLYN,40.60766992,-73.99263861,"{'latitude': '40.60766991670706', 'longitude': '-73.99263860703347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,1,2,45,37,,,"Sunday, November 21, 2021",40.13333333,The Police Department issued a summons in response to the complaint.,2021-11-21T00:31:20.000,,,,,,
52579440,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10040,206 DYCKMAN STREET,DYCKMAN STREET,VERMILYEA AVENUE,BROADWAY,VERMILYEA AVENUE,BROADWAY,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,12 MANHATTAN,1021750053,MANHATTAN,1004380,254590,MOBILE,Unspecified,MANHATTAN,40.86544241,-73.9272215,"{'latitude': '40.86544240961319', 'longitude': '-73.92722150359302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,,,"Sunday, November 21, 2021",8.966666667,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T00:00:08.000,,,,,,
52579566,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,11 WALTON STREET,WALTON STREET,WALLABOUT STREET,MARCY AVENUE,WALLABOUT STREET,MARCY AVENUE,ADDRESS,BROOKLYN,WALTON STREET,Closed,01 BROOKLYN,,BROOKLYN,997603,194505,ONLINE,Unspecified,BROOKLYN,40.70053799,-73.95184266,"{'latitude': '40.700537987886406', 'longitude': '-73.95184265525047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,38,56,,,"Sunday, November 21, 2021",74.75,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:05:40.000,,,,,,
52572966,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,34-04 30 AVENUE,30 AVENUE,34 STREET,35 STREET,34 STREET,35 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,01 QUEENS,4006260043,QUEENS,1006729,218251,ONLINE,Unspecified,QUEENS,40.76569641,-73.91885059,"{'latitude': '40.76569641347231', 'longitude': '-73.91885058616472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16860,39,3,4,72,,,"Sunday, November 21, 2021",72.48333334,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:02:55.000,,,,,,
52573970,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,192 SPENCER STREET,SPENCER STREET,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,SPENCER STREET,Closed,03 BROOKLYN,3017627505,BROOKLYN,996794,191564,ONLINE,Unspecified,BROOKLYN,40.69246681,-73.95476578,"{'latitude': '40.6924668113589', 'longitude': '-73.95476577524396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,69,2,38,51,,,"Sunday, November 21, 2021",28.93333333,The Police Department responded to the complaint and determined that police action was not necessary.,2021-11-21T00:19:13.000,,,,,,
52580785,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,414 ELMWOOD AVENUE,ELMWOOD AVENUE,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,ELMWOOD AVENUE,Closed,12 BROOKLYN,3065070001,BROOKLYN,991695,167839,PHONE,Unspecified,BROOKLYN,40.62735268,-73.97317919,"{'latitude': '40.627352676025296', 'longitude': '-73.97317919066606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,2,2,18,39,,,"Sunday, November 21, 2021",107.3166667,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T01:37:29.000,,,,,,
52575269,"Saturday, November 20, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1727 STANHOPE STREET,STANHOPE STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,STANHOPE STREET,In Progress,05 QUEENS,4034280032,QUEENS,1007780,196507,ONLINE,Unspecified,QUEENS,40.7060118,-73.91513252,"{'latitude': '40.70601179645897', 'longitude': '-73.91513251792247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62,,,,,,,,,,,,
52576709,"Saturday, November 20, 2021",HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,279 EAST  203 STREET,EAST  203 STREET,,,,,ADDRESS,BRONX,,Open,07 BRONX,2033090084,BRONX,1016396,257463,ONLINE,Unspecified,BRONX,40.87329233,-73.88376482,"{'latitude': '40.873292331499336', 'longitude': '-73.88376482058955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,24,5,40,34,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-11-20T00:00:00.000,,,,,,
52579943,"Saturday, November 20, 2021",HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10471,5535 NETHERLAND AVENUE,NETHERLAND AVENUE,,,,,ADDRESS,BRONX,,Open,08 BRONX,2059500430,BRONX,1010114,268519,PHONE,Unspecified,BRONX,40.9036582,-73.90643688,"{'latitude': '40.903658196293335', 'longitude': '-73.90643688418457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11609,48,5,40,33,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-11-20T00:00:00.000,,,,,,
52579782,"Saturday, November 20, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,233 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,02 BROOKLYN,3000710001,BROOKLYN,989954,194191,ONLINE,Unspecified,BROOKLYN,40.69968437,-73.97942889,"{'latitude': '40.69968436751434', 'longitude': '-73.97942889492973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,38,55,,,"Sunday, November 21, 2021",128.4333333,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:58:08.000,,,,,,
